StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q113,Q114,ERK,DBK,BTK,RFK,BTK_1,BTK_2,BTK_3,BTK_4,BTK_5,RPK_1,RPK_2,RPK_3,RPK_4,RPK_5,Signal,Voyager Description,Q121_First Click,Q121_Last Click,Q121_Page Submit,Q121_Click Count,VB_C1,VB_C2,VB_C3,VB_C4,VB_C5,VB_C6,VB_C7,VB_C8,VB_C9,VB_C10,VB_C11,VB_C12,Q122_First Click,Q122_Last Click,Q122_Page Submit,Q122_Click Count,VB_P1,VB_P2,VB_P3,VB_P4,VB_P5,Cloze test timer_First Click,Cloze test timer_Last Click,Cloze test timer_Page Submit,Cloze test timer_Click Count,Q86,Q107_4,Q117_4,Q116_4,Q108_1,Q109_1,Q110_4,Q123_First Click,Q123_Last Click,Q123_Page Submit,Q123_Click Count,FAC_1,FAC_2,FAC_3,FAC_4,FAC_5,FAC_6,FAC_7,FAC_8,FAC_9,FAC_10,FAC_11,FAC_12,Q124_First Click,Q124_Last Click,Q124_Page Submit,Q124_Click Count,FE_P1,FE_P2,FE_P3,FE_P4,FE_P5,Cloze test timer_First Click,Cloze test timer_Last Click,Cloze test timer_Page Submit,Cloze test timer_Click Count,Q88,Q95_1,Q115_1,Q96_1,Q97_1,Q98_1,Q99_1,Understand1,Understand2,Use1,Use2R,Load1,ENG1,ENG2,ENG3,VB_P2 - Parent Topics,VB_P2 - Topics,FL_87_DO,FL_72_DO,FL_81_DO
2021-10-08 06:04:07,2021-10-08 08:02:56,IP Address,137.56.59.97,100,7128,True,2021-10-08 08:02:56,R_3dMTqqyOj31IMjQ,,,,,51.55670166015625,5.0789031982421875,anonymous,EN,23,Female,No,Somewhat low,Neither low nor high,Very Low,Yes,No,Yes,Yes,No,No,No,No,No,No,,Read,10.284,219.822,221.059,13,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,39.315,436.121,511.195,10,the trip is not part of a daily route segment,the passenger didnt provide all the mandatory information to do the reservation,"the counter sold more ticket than there are, a passenger confused his date for another, a passenger stayed on the bus after their stop town","there are no more available space in the bus, there are no bus going to the special event","more available slots means more passengers, new route segment, new destination for the daily trips, more maintenance problems, need of more employees",3.637,619.563,621.826,71,trips;events;passengers;different;reservation;boarding;passenger;reservation;boarding;;phone;passenger;start;associated;route;code;;;town;special;trip;all;trips;employee;recorded;absence;absent;driver;absence;employee;reason;detail code;description;buses;buses;;maintenance;;problem;description;maintenance;total;problems;maintenance;repair;,8,7,7,8,7,6,11.61,166.074,170.918,14,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,39.097,390.657,452.901,7,"itś time consuming, the part are not there yet",the original part is not good quality,the damage was heavier on his machine,"the manufacturer ran out of the part,the cost of transportation got higher, the repair was heavier than expected, the number of hour spend on the repair was longer, the skill needed to repair was hard, they needed multiple mechanics for on repair",the skills for mechanics might be mandatory to provide,41.671,480.771,493.427,39,;parts;least;;;machine;repair;mechanic;;;;;stored;warehouse;phone;fax;;parts;address;;;stored;;;#;warehouse name;mechanics;repair;labour;skill;;experience;customers;;assigned;;help;;;hours;number;detail;total;;;,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Strongly disagree,Somewhat disagree,Agree,Strongly agree,,,FL_72,FL_66|FL_51,
2021-10-13 02:08:28,2021-10-13 04:01:29,IP Address,137.56.56.122,100,6781,True,2021-10-13 04:01:29,R_12EG6HoGqoXOzCd,,,,,51.55670166015625,5.0789031982421875,anonymous,EN,24,Female,No,Low,Low,Very Low,Yes,No,Yes,Yes,Yes,No,No,No,No,No,,Read,4.367,206.728,208.449,14,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,4.472,605.966,677.897,17,"It was not logistically possible to run such trip, as the route segments did not make much sense in terms of passengers demand. There are not enough buses in use to accommodate such trip.  ","The number of buses in use at the time of the trip were lower than the number of buses in use when the trip was scheduled 4 months in advance, the bus that was supposed to be used for the trip is now in maintenance, the bus meant for this trip is now being used for a trip comprising of different route segments. This also may have been caused by an absense of a driver.","There was a large number of passengers with reservations, so not all those without a reservation who were hoping to board the bus managed to grab a seat after arriving to the station, as the capicity of the bus was full / in other words, more people without reservation showed up than the seats without reservation available ","This may have been cause but absence in drivers or too many buses in maintenance, due to which the trips had to be cut short or the routes had to be changed.","These buses have lower capacity, therefore a scenario from question 3 may occur (less seats available than passengers interested in taking the bus)",2.033,410.574,417.698,51,trips;events;passengers;two;reservation;boarding;available;reservation;boarding;all;Telephone;All;start;;;number;more;each;town;special;trip;Each;trip;emplyee;recorded;absent;absent;absence;absence;absent;reasons;detail;description;buses;Buses;use;maintenance;maintenance;problem;description;experienced;average;probles;maintenance;recorded;,6,4,4,5,8,4,26.948,269.581,270.516,13,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,10.379,383.799,599.202,5,"There were not enough skilled mechanics available for repairing such machine, the aiting list for repairs was too long /the waiting time was too long, not enough repair parts were supplied",They might have more machines to repair and not enough skilled mechanics or not enough parts supplied in time for the repair,Their machines may have been similar but their slight difference or the difference in their condition may have caused the price difference. The price may have been determined by the mechanic who worked on the repair and their level of skills. The parts needed for the repair of one machine may have been more expensive than those needed for the repair of the other machine.,"Supply of the parts from different manifacturers may vary in prices, the condition of the machine and the level of repairs needed may not be correctly estimated, the number mechanics needed may be higher and therefore the job costs more.","The machine would be stored in the warehouse, skilled mechanics would assign which repairs are being done by the machine and how many can be repaired using such machine, what information is needed and needs to be provided when using this machine.",2.153,452.727,466.693,58,repairs;equipment;shortest;three;engines;equipment;repair;repair;number;speed;centrifugal;diameter;repaired;skilled mechanic;telephone;Fax;local;parts;address;supply;supply;;order;;bin;warehouse name;mechanics;skills;labour;skill;skill;experience;machine;skilled;assigned;skilled;assign;repairs;machine;hours;replaced;number;total;repair;calculated;,7,3,8,5,9,3,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Disagree,Somewhat disagree,Neither agree nor disagree,Agree,,,FL_81,,FL_75|FL_59
2021-10-13 05:57:45,2021-10-13 07:52:50,IP Address,137.56.56.122,100,6904,True,2021-10-13 07:52:50,R_XpGm7m5KXKEib1n,,,,,51.55670166015625,5.0789031982421875,anonymous,EN,19,Male,No,Somewhat low,Very low,Somewhat low,Yes,No,No,Yes,No,No,No,No,No,No,,Read,12.584,152.776,154.052,13,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,24.421,214.096,419.043,5,"not enough buses, number of passengers too low, too many avg. daily kilometers, too much time spent for the driver","all buses are in maintanance, all drivers are abscent","all seats have been reserved in advance so there is no seat free, there where too many spontainious passangers","all availible places on the bus have been sold out, the trip has been cancled due to an abscent driver, the trip has been cancled due to a broken bus","the company can offer more tours, the company can hire more drivers, the average kilometer counter will increase, there will be increased maintanance costs, the number of daily trips can increase, the company might have to assign more route segments since there can now be more possible routes (a day or per week)",2.25,311.438,389.848,13,trips;interest;passengers;two;reservation;boarding;unreserved;travel;boarding;all;Phone;All;start;comprised;route;number;many;each;town;special;trip;Each;route;Employee;recorded;abscent;abscent;abscence;abscence;bus;reasons;abscence;description;buses;Buses;service;maintanance;maintanance;problem;description;maintanance;average;problems;service;recorded;,7,3,3,4,6,1,6.117,131.063,132.355,13,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,8.383,358.491,480.485,2,"parts needed for repair are missing, no mechanic with sufficient skill is avalible, a stored part cannot be found, the assignment of the machiene to the customer has been done wrong so the machine has been fixed but shipped back to the wrong customer","a shortage in parts needed to repair them,  a lack of mechanics needed to fix the machines, the facilities of far eastern are too small to handle all the orders","if the machines where from different manufacturers then the difference might stem from a diference in price for the replacement part, maybe the work required to fix one machine was greater than for one machine than for the other","time needed to repair a machine, avalability of replacement parts and their price, the cost of labour might change, organisational work might be higher than expected when something goes wrong, transportation might turn out more expensive due to increases in oil prices","new category for machine type, new categories for engine diameter, new parts need to be ordered and organized in the warehouse, bin number might be affected",1.555,403.285,405.601,6,repairs;machines;shortest;many;engines;machinery;repairment;repair;code;maximum rotations;centrifugal;diameter;owned;customer;phone;fax;regional;parts;address;parts;order;location;bin;parts;bin;description;warehouses;skill;labour;skill;skill;experience;machines;skilled;assigned;skilled;assign;tasks;repair;hours;used;total cost;average;repair;finished;,,,,,,,Agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Strongly agree,Agree,Agree,,,FL_72,FL_51|FL_66,
2021-10-15 01:54:50,2021-10-15 04:23:52,IP Address,137.56.58.208,100,8941,True,2021-10-15 04:23:52,R_21p22LFYgHqYTDX,,,,,51.55230712890625,5.09649658203125,anonymous,EN,20,Male,No,Neither low nor high,Somewhat low,Low,Yes,No,No,Yes,No,No,No,No,No,No,,Read,35.458,367.075,368.401,15,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,84.476,670.241,803.437,5,"there might be no drivers available, ","All buses might have maintance problem, all drivers might be absence.",The waiting passanger might doesnt have previous reservation and so the limit was reach. The bus driver let passangers without reservation enter first so passangers without reservation could not participate.,No drivers or/and driver might be available.,"Previous buses had many maintance problems. Maintance costs of old  buses was high. The buses might be too hard to repair. ",8.496,617.849,621.79,53,trips;events;passangers;two;reservation;boarding;empty;reservation;;all;While;The;start;;;;more;every;town;special;driver;Every;trips;employee;collected;absence;absence;absance;absance;absent;reasons;absance;description;buses;Bus;use;maintance;maintance;maintance;description;solved;avarage;problems;maintance;collected;,8,5,5,8,7,1,13.396,204.359,205.688,12,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,37.143,417.979,589.372,5,All mechanics might be occupated. Require parts might not be available in warehouse storage or might not came from manufacture.,They might do not have enought mechanics to work and/or there might not be enought needed parts in sotrage.,"One repair might take longe hours, or might require more experienced mechanics. For one repairment thay might use stored parts that were cheapr than manufactured.","It is hard to predict: how many hours will it take, how many mechanic will be needed and if required parts will be availabe in storege or will they have to buy new ones. Also it is not know how many parts will be require and what kind.",They could replace mechanic with this new machine for some repairments. Repair details will change because mechanic name will not be needed.,2.807,710.11,716.724,75,repairment;;lowest;different;engines;equipment;repairment;machine;code;;all;diameter;;customer;phone;Fax;;;name;working;;store;different;part;bin;warahouse name;mechanics;;labour;skills;it;experience;equipment;skilled;assigned;skilled;aks;;repairment;hours;replaced;;avarage;given;collected;,,,,,,,Somewhat agree,Agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,,,FL_72,FL_51|FL_66,
2021-10-22 02:05:54,2021-10-22 04:18:44,IP Address,137.56.58.208,100,7970,True,2021-10-22 04:18:44,R_2t6iW8H0w8RQ2iL,,,,,51.55230712890625,5.09649658203125,anonymous,EN,26,Male,No,Very low,Very low,Low,Yes,No,Yes,Yes,No,No,Yes,No,No,No,,,23.136,386.109,387.08,12,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,30.646,473.946,524.842,5,The trip is not really exciting. The costs are to high. Not enough busses/drivers.,Scheduling mistake. Bus had maintenance problems on way. Bus showed up but late because of the traffic. Driver got sick and nobody else could replace him.,Planning mistake. in the bus is somebody who shouldnt be there.,Due to pandemic special event is not going on. Person has some medical issues which eliminates this person from special trip. Not enough people want to participate in special event to make it happen.,Voyager can do more trips. They will get new logistic capacities. Perhapse reduction of the costs for smaller trips.,7.914,810.019,810.558,50,trips;trips;everybody;several;reservation;boarding;avaible;reservation;boarding;all;phone;all;start ;;daily;trip;more;every;town;special;trip;every;trip;employee;collected;absent;absent;absence;absence;bus;reasons;code;description;buses;bus;use;maintenance;maintenance;problem;description;maintenance;average;problems;maintenance;recorded;,6,5,5,5,6,1,18.25,418.073,435.812,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,17.826,523.799,611.173,5,The part damage is super complicated. skilled mechanic is currently sick. The required part is not avaible now. Its a cristmas time and we dont work.,Not sufficient number of mechanics. To small working surface. To small warehouse. Increase of the ammount of working hours.Logistic issues.,Machines was very simillar but not identical. Far Eastern rised the prices. One customer has been cheated. Supplyer rised his prices so Far Eastern also. Due to pandemic everything is more expensive. There has been mistake in charging.,The estimation is indeed very difficult. The sales person is not skilled enough. Mistakes happens. Market prices are changing.,Far Eastern would need skilled mechanic who can use this machine. They could start reairing new kind of engines. Possibly increase income of the company.,62.824,1212.313,1225.29,56,repairs;parts;smallest;all;engines;part;repair;repair;code;Macine type;reciprocating ;diameter;repaired;mechanic;phone;fax;local;parts;addres;supplyed;supply;stored;bins;warehouse name;bin;number;mechanics;name;labour;skill;skill;experience;part;skilled;assigned;skilled;assign;repair;equipment;hours;;;total;;;,6,1,3,6,6,1,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Agree,,,FL_81,,FL_75|FL_59
2021-10-22 04:58:30,2021-10-22 06:30:37,IP Address,137.56.58.208,100,5526,True,2021-10-22 06:30:38,R_3Mmmf6siGP2IxGv,,,,,51.55230712890625,5.09649658203125,anonymous,EN,26,Male,No,Very low,Very low,Very Low,Yes,No,Yes,Yes,No,No,No,No,No,No,,Read,12.865,219.291,222.622,13,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,56.206,245.8,361.655,6,"Not consisting in the route segment. ",No reservations were made. Scheduled bus is in maintenance.,Boarding pass was given in the gate eventhough all seats were already full. If the bus changed and the capacity is lower for the new one.,"Person might not be in the start town.Capacity is already full. ",More maintenance costs if they break down. More numbers in daily trips can also be achieved.,2.093,190.306,372.488,5,transportation;events;passengers;2;reservation;boarding;available;reservation;boarding;all;Telephone;All;start;considered;route;number;more;;town;special;trip;All;trip;employee;collected;absent;absent;absence;absence;absent;explanations;detail;description;busses;All;daily trips;maintenance;in;problem;description;maintenance;average;problems;maintenance;collected;,5,2,2,5,4,1,9.557,132.095,134.104,15,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,1.108,206.716,252.022,4,"wasnt assigned tp a ,ecjamoc. Unskilled mechanic is working on it which takes more time.",Lack of workforce. Either warehouses or bins being full capacity. Not enoug parts to repair the products or the manufacturer cant provide the requested parts.,Mechanic had higher years of experience or a skill that the other does not have. Amount of time spent on the repair was higher for the expensive repair.,Replacing sales person with a mechanic. Not giving precise times and letting the customer know after evaluation.,Maintenance for the machine and acquiring parts for it. Repair costs if necessary. Unmotivated mechanics.,1.091,395.223,516.974,9,repairs;goods;shortest;3;engines;equipment;repair;repair;code;r... per minute;centrifugal;diameter;owned;customer;phone;Fax;local;parts;address;supplying;store;;bins;;bin;warehouse name;mechanics;skill;cost;skill;also;experience;equipment;skilled;assigned;skilled;assign;repair;details;hours;replaced;number;total;repair;calculated;,,,,,,,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,,,FL_72,FL_51|FL_66,
2021-10-22 08:05:27,2021-10-22 10:13:20,IP Address,137.56.58.208,100,7672,True,2021-10-22 10:13:20,R_2rqNSdFiVU6CW04,,,,,51.55230712890625,5.09649658203125,anonymous,EN,19,Female,No,Low,Very low,Very Low,Yes,No,Yes,Yes,No,No,No,No,No,No,,Read,4.794,279.908,280.974,12,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,23.867,404.6,506.732,5,Maybe all the busses were alredy in use for the proposed day. Or it could be that the driver in question has been assigned to other trips or daily trips and there were no other drivers available to complete the proposed trip.,"Maybe all the busses had experienced problems in that exact day, therefore not being able to arrive on time","The passenger that is waiting could have hoped to get a ticket at the moment of boarding, bur unfortunately all of the seats have already been reserved beforehand. Or it could be that there has been a mistake and someone without a reservation has already boarded the bus, eventho all the places have been filled and now the person standing outside, eventhough he has a reservation, is left out.",It could be that the buss is completely booked and there are no more available seats.,"On the one hand, if the busses previously used were larger, that would result in less available places for passengers on the bus. On the other hand, the busses being new, there yould be a lower probability for them to experience problems that would require additional costs.",9.975,586.317,592.649,51,trips;events;customers;two;reservation;bus;unreserved;reservation date;boarding date;all;Telephone;All;start;associated;route route;number;more;every;town;special;daily trips;Each;trip;employee;collected;absent;absent;absence;absence;absent;reasons;details;description;busses;Busses;use;maintenance;maintenance;problem;description;maintenance;average;experienced problems;maintenence;collected;,7,3,3,7,4,5,20.893,213.175,214.323,13,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,12.848,426.021,509.321,8,It could be that there were not enough mechanics that were skilled in thet particular repair available so they could mot divide the tasks and therefore the repair time has risen. Or it could be that the parts required were not in the warehouses anymore and the suppyer took a long time to send them.,"They could run out of parts in the warehouse and therefore need to wait for long periods of time. Or there could be a shortage in mechanics because all of them would be working on othe repairs, and some customers could become frustrated for the long wait and leave.","Even tho the machines were similar, the parts that needed to pe changed or repaired could have a different cost. Or, maybe one of the machine suffered bigger damage and needed more mechanics for its repair.","It is possible that at a first glance, the mechanics to observe only a little part of what actually needs to be reapired. In this case, both the reparation time and cost could rise.","There would need to be another entity box added, as the repair machine. That should be linked to the whole data structure. Also, it could be the case that the company will not need that many mechanics anymore, so that would probably determine a change as well.",7.479,596.278,603.38,51,repairs;parts;shortest;three;engines;equipment;repair;repair;code;;centrifugal;diameter;owned;customer;phone;fax;local;parts;address;part;supply;;bins;part;bin;warehouse name;mechanics;skills;labour;skill;skill;experience;equipment;skilled;assigned;skilled;assign;tasks;repair;hours;changed;number;total;repair;calculated;,7,1,3,8,6,4,Somewhat agree,Somewhat agree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,,,FL_81,,FL_59|FL_75
2021-10-27 05:08:06,2021-10-27 06:54:57,IP Address,137.56.58.208,100,6410,True,2021-10-27 06:54:57,R_R3PpmKXzAiMx64F,,,,,51.55230712890625,5.09649658203125,anonymous,EN,22,Female,No,Very low,Low,Low,Yes,No,No,No,No,No,No,No,No,No,maud,Read,20.72,201.938,203.021,13,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,2.158,227.412,278.766,2,"their is no bus available, the route is not safe, their is no-one who would want to go on that trip, their is something wrong with the route, their are too many busses in maintenance, the boss is anoyed by the employee","there is something wrong with the bus driver, the bus driver was not well informed, the information got stuck somewhere in the process, the bus has problems, something has happened with the bus or the driver on its way over","there could have been to many passengers without reservations that are already in the bus, some people sneeked in, their are some fake tickets","maybe he is sick, he is not feeling well enough to go on a bus trip, the bus could be full, the passenger cannot buy a ticket, the passenger was rude towards the driver","the chain would become bigger because their would be more drivers needed, more passengers, more people who can do the maintenance, more storing places, more trips etc",2.924,171.712,326.701,2,trips;events;low prices;multiple;reservation;bus;available;;special;;telephone;the;start;;;;more;daily;town;special;number;;trip;phone number;recorded;bus;;;driver;bus;description;;description;;;;maintenance;;registration;description;bus;mainenance;problems;;registered;,8,10,10,2,8,10,20.204,228.181,229.468,12,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,17.729,334.172,401.052,5,"someting within the process, like the repairing itself, or their is a problem with a part that is required for the repairing","A lack of mechanic / skilled mechanics, but also not enough parts, not enough storage in the warehouse, not enough suppliers etc",It could have taken longer because of the delivery of a special part that was needed for the repair. It could have been a newer version of the machine or maybe a skilled mechanic and a normal mechanic worked on the repair of the machines and their salary is different etc,"You cannot know the process beforehand. So, when the estimated price is settled a lot can go different. Like the time it takes to do the repair, the people that work on it, something could go wrong with a supplier, a part that is needed can break or could be the wrong one which would all cause delay in the process which would make the price higher","There would be a bigger chain of people that are needed, their would be a need of new suppliers and new mechanics, a bigger warehouse and a lot more parts. But it would also cause more customers",6.195,261.941,445.872,8,;;soonest;three;pumps;equipment;repair;;;;centrifugal;diameter;repaired;skilled mechanic;phone;fac;local;supllies;address;supply;store;;places;name;;;;skilles;labour;skill;skill;;a pump;skilled;going;skilled;;;repair;hours;used;;;;;,8,1,10,2,8,8,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Agree,Disagree,Agree,Agree,Strongly agree,,,FL_81,,FL_75|FL_59
2021-10-27 08:44:40,2021-10-27 10:15:38,IP Address,137.56.63.87,100,5458,True,2021-10-27 10:15:39,R_2TT7BuFjQdwk4qa,,,,,51.5175933837890625,3.9069061279296875,anonymous,EN,18,Male,No,Neither low nor high,Very low,Very Low,Yes,No,Yes,Yes,No,No,Yes,No,No,No,,Read,11.66,283.39,286.318,15,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,17.86,310.328,342.923,11,"The bus has maintenance problems, the driver is absent, ","bus have maintenance problems, the driver is absent","passenger is waiting for the wrong bus, a reserved seat is sold to someone else",the bus is full,not enoguh buses that is working properly,8.733,420.824,429.201,68,travelling agency;events;passengers;many;reservation;;empty;boarding;reservation;all;Telephone;All;starting;classified ;daily route;;two;a daily;town;special;;Every;trip;employee;collected;absent;absent;absence;situation;bus;details;detail;description;buses;Buses;;maintenance;maintenace;problem;description;maintenance;maintenance;problems;;;,3,6,6,5,2,6,3.388,164.222,166.672,12,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,1.832,353.573,366.678,3,there is no parts for it yet,"lack of parts, lack of experienced mechanics","Difference in volume, hours put in to work, parts replaced might be different in cost","hours put into work, parts needed for repair might have been more than expected","mechanics needed might differ,  ",10.231,439.644,445.048,26,service;parts;lowest;any;engines;equipment;repait;repair;code;;centrifugal;diameter;;mechanic;phone;Phone;local;parts;equipment;;store;collected;;manufacturer;bin;warehouse number;mechanics;skill;labour;skill;;experience;equipment;skilled;assigned;experienced;assign;;;price;;description;total;repair;stored;,,,,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,,,FL_72,FL_51|FL_66,
2021-11-05 03:01:17,2021-11-05 04:47:26,IP Address,137.56.57.175,100,6368,True,2021-11-05 04:47:26,R_R7TZwUjmi51zXYB,,,,,51.5420074462890625,5.087799072265625,anonymous,EN,27,Female,No,Neither low nor high,Low,Very Low,Yes,No,Yes,Yes,No,No,No,No,No,No,,Read,19.229,247.143,248.417,15,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,2.592,248.14,331.885,5,"There are not enough bus drivers available. There are not enough buses available. It is too far away from the towns where they operate. ",There were maintainance problems with the bus. They did not have enough bus drives because there were a few absent. They got stuck in traffic.,The passenger did not make a reservation. Too many people showed up without a reservation. The reservations were not collected properly. The passenger takes the wrong bus.,The person did not make a reservation. Reservations were already full. The passenger is on the wrong trip or route. The trip is cancelled.,There will be less problems and repairs because they are new buses. More people can make a reservation or board without reservation. More daily trips can be planned. They can provide more rides on the daily routes. They will need more bus drivers.,1.999,319.922,322.6,48,trips;events;passengers;two;reservation;boarding;empty;reservation;boarding;both;telephone;Every;start;organised;route;number;more;each;town;special;trip;Each;trip;employee;recorded;the absence of;absent;absence;absence;bus;reasons;details;description;buses;Buses;use;maintainance;maintainance;problem;description;maintainance;average;problems;maintainance;recorded;,6,2,2,6,6,5,13.374,258.144,260.538,13,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,16.276,377.872,496.163,5,"They need more hours to work on the repair. There are not enough mechanics available to work on the repair. Something went wrong with assigning the repair. Parts that need to be replaced are not there yet. Parts are stored wrong in the warehouse so it takes longer to find them. They found multiple things to repair so it takes more time. ",Not enough mechanics. Shortage of parts. Too little space in the warehouse. Unsatisfied customers because repairs are taking too long.,"Different parts were replaced (which means different costs). Multiple mechanics needed to work on the machine. Maybe one of them needed to be repaired more urgent so they charged more for that. ","You do not know beforehand if you might find other things that need to be repaired. Manufacturers can change their prices for parts as well. It is hard to estimate the time of the repair. Mechanics with more skills might be faster than mechanics without the same skills and/or years of experience. ","The new machine will replace some of the mechanics and their skills. Different parts are needed to be stored in the warehouse. The machine itself also needs maintainance, and you need parts for that as well. You might need different manufacturers for it. The total cost of repairs might change. Also the time of the repair will change. ",10.097,417.496,421.45,45,repairs;machines;fastest;multiple;engines;equipment;repair;repair;code;... per minute;centrifugal;diameter;looked at;mechanic;telephone;Telephone;billing;parts;adress;spare parts;supply;they receive;bins;parts;bin;warehouse name;mechanics;skills;labour;skill;skill;experience;a customer;experienced;assigned;experienced;assign;help;repair;hours;replaced;description;total;repair;billed;,,,,,,,Agree,Agree,Somewhat agree,Neither agree nor disagree,Disagree,Agree,Agree,Strongly agree,,,FL_72,FL_66|FL_51,
2021-11-05 06:08:40,2021-11-05 08:27:03,IP Address,137.56.57.175,100,8303,True,2021-11-05 08:27:03,R_2bPmcNm6sn8Q3e1,,,,,51.5420074462890625,5.087799072265625,anonymous,EN,19,Female,No,Very low,Neither low nor high,Very Low,Yes,No,No,Yes,No,No,No,No,No,No,,Read,11.59,289.28,291.04,15,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,14.784,912.761,920.051,12,"it contain to much plan to manage a new trip; the employee should also modify the schedule of the bus to contain this trip; ",no one contact to the bus; they didn´t have a schedule for them; bus may have their normal scheduled so no bus came,they do not plan a better solution for the suitable bus and did not think about the number of the people,the person may forget to bring his boarding ticket;,"the effects might be a pozitive one, th Voyager Bus may have more variants for passengers to get a trip; they would get more trips per day",0.899,1025.248,1035.091,96,tour;trip;passengers;2;reservation;boarding;;reservation;boarding;reservated;telephone;daily trips;start;daily route;route;trip;n;daily;town;special;trip;board;trip;employee;shown;absent;absent;absence;drivers;absent;details;detail;description;bus;bus;maintenance;maintenance;maintenance;date;despriction;experiences;average;experienced problems;maintenance problem;repaired;,5,5,5,7,5,4,28.449,226.74,227.906,12,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,0.742,762.645,920.058,14,"the repair details may be insuficient; the customer detail may be wrong, he could add his phone number to make sure his machine could be repair","the machine can only repair for one equipment,and a machine may have a number of repair problems thus, the time may cause a problem. ",their equipment used in their machines may have different costs even they have similar machines; the parts that one should repair may cost a higher price for one customer,"they should consider the requiring partsś price, Warehouse and the manufacture","the price would be affected by the new machine, it would be more expensive than before; they need more equipments for the new machine it may be more efficent to repair a large turbine engine",0.925,978.136,1023.344,84,repair;machines;efficent;equipment;engine;facility;repair;repair;manufactured code;machine type;centrifugal;diameter;own;customer;phone;fax;local;parts;address;supplyed;supply;stored;bin;part;bin;warehouse name;mechanics;name;labour;skill;mechanic;experience;customer;skilled;assign;skilled;assign;repair;repair details;repair;reokaced;number;total;repair;finish;,8,1,5,6,7,5,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Strongly agree,,,FL_81,,FL_59|FL_75
